Store ID,Product ID,Category,Inventory Level,Units Sold,Risk_Flag
S002,P0008,Electronics,411,390,Low Stock Risk
S002,P0009,Furniture,453,53,OK
S002,P0010,Furniture,349,273,Low Stock Risk
S002,P0011,Groceries,379,45,OK
S002,P0012,Furniture,132,7,OK
S002,P0013,Electronics,262,210,Low Stock Risk
S002,P0014,Toys,490,477,Low Stock Risk
S002,P0015,Clothing,249,25,OK
S002,P0016,Furniture,391,304,Low Stock Risk
S002,P0017,Furniture,309,159,OK
S002,P0018,Toys,235,189,Low Stock Risk
S002,P0019,Furniture,100,98,Low Stock Risk
S002,P0020,Toys,456,113,OK
S003,P0001,Clothing,450,202,OK
S003,P0002,Clothing,379,296,Low Stock Risk
S003,P0003,Groceries,138,130,Low Stock Risk
S003,P0004,Clothing,197,36,OK
S003,P0005,Electronics,263,258,Low Stock Risk
S003,P0006,Electronics,226,62,OK
S003,P0007,Clothing,450,65,OK
S003,P0008,Toys,312,65,OK
S003,P0009,Electronics,311,16,OK
S003,P0010,Groceries,251,158,OK
S003,P0011,Electronics,100,19,OK
S003,P0012,Clothing,89,26,OK
S003,P0013,Electronics,86,0,OK
S003,P0014,Clothing,477,435,Low Stock Risk
S003,P0015,Furniture,258,15,OK
S003,P0016,Groceries,200,29,OK
S003,P0017,Clothing,413,51,OK
S003,P0018,Toys,166,130,Low Stock Risk
S003,P0019,Toys,407,303,Low Stock Risk
S003,P0020,Clothing,311,231,Low Stock Risk
S004,P0001,Electronics,64,10,OK
S004,P0002,Furniture,494,424,Low Stock Risk
S004,P0003,Clothing,277,71,OK
S004,P0004,Electronics,242,107,OK
S004,P0005,Furniture,158,0,OK
S004,P0006,Electronics,381,374,Low Stock Risk
S004,P0007,Groceries,250,150,OK
S004,P0008,Electronics,399,142,OK
S004,P0009,Clothing,355,80,OK
S004,P0010,Furniture,185,132,Low Stock Risk
S004,P0011,Electronics,430,37,OK
S004,P0012,Toys,202,172,Low Stock Risk
S004,P0013,Toys,116,108,Low Stock Risk
S004,P0014,Groceries,139,60,OK
S004,P0015,Electronics,373,369,Low Stock Risk
S004,P0016,Clothing,188,80,OK
S004,P0017,Clothing,355,160,OK
S004,P0018,Groceries,258,195,Low Stock Risk
S004,P0019,Groceries,79,12,OK
S004,P0020,Toys,392,109,OK
S005,P0001,Furniture,463,126,OK
S005,P0002,Furniture,124,31,OK
S005,P0003,Clothing,208,116,OK
S005,P0004,Electronics,148,23,OK
S005,P0005,Groceries,212,74,OK
S005,P0006,Electronics,420,71,OK
S005,P0007,Clothing,122,95,Low Stock Risk
S005,P0008,Furniture,77,55,Low Stock Risk
S005,P0009,Clothing,459,224,OK
S005,P0010,Clothing,288,81,OK
S005,P0011,Electronics,201,124,OK
S005,P0012,Electronics,311,289,Low Stock Risk
S005,P0013,Electronics,187,93,OK
S005,P0014,Groceries,304,169,OK
S005,P0015,Toys,200,176,Low Stock Risk
S005,P0016,Groceries,279,168,OK
S005,P0017,Furniture,403,209,OK
S005,P0018,Furniture,483,274,OK
S005,P0019,Furniture,282,212,Low Stock Risk
S005,P0020,Groceries,253,140,OK
S001,P0001,Furniture,200,70,OK
S001,P0002,Electronics,232,72,OK
S001,P0003,Clothing,361,180,OK
S001,P0004,Furniture,98,97,Low Stock Risk
S001,P0005,Groceries,63,59,Low Stock Risk
S001,P0006,Clothing,159,126,Low Stock Risk
S001,P0007,Electronics,95,94,Low Stock Risk
S001,P0008,Toys,362,97,OK
S001,P0009,Electronics,202,156,Low Stock Risk
S001,P0010,Furniture,126,29,OK
S001,P0011,Clothing,239,57,OK
S001,P0012,Clothing,419,315,Low Stock Risk
S001,P0013,Furniture,137,15,OK
S001,P0014,Electronics,95,35,OK
S001,P0015,Groceries,434,78,OK
S001,P0016,Toys,424,255,OK
S001,P0017,Furniture,149,122,Low Stock Risk
S001,P0018,Groceries,375,108,OK
S001,P0019,Toys,475,333,Low Stock Risk
S001,P0020,Clothing,499,379,Low Stock Risk
S002,P0001,Toys,290,129,OK
S002,P0002,Electronics,124,100,Low Stock Risk
S002,P0003,Groceries,86,34,OK
S002,P0004,Electronics,96,89,Low Stock Risk
S002,P0005,Clothing,321,96,OK
S002,P0006,Electronics,315,310,Low Stock Risk
S002,P0007,Furniture,155,104,Low Stock Risk
S002,P0008,Groceries,371,1,OK
S002,P0009,Groceries,435,412,Low Stock Risk
S002,P0010,Furniture,475,310,OK
S002,P0011,Groceries,281,171,OK
S002,P0012,Clothing,107,32,OK
S002,P0013,Groceries,374,359,Low Stock Risk
S002,P0014,Groceries,340,232,Low Stock Risk
S002,P0015,Furniture,210,150,Low Stock Risk
S002,P0016,Electronics,164,21,OK
S002,P0017,Clothing,96,25,OK
S002,P0018,Furniture,193,161,Low Stock Risk
S002,P0019,Furniture,346,263,Low Stock Risk
S002,P0020,Toys,343,133,OK
S003,P0001,Groceries,493,464,Low Stock Risk
S003,P0002,Toys,336,82,OK
S003,P0003,Groceries,328,96,OK
S003,P0004,Furniture,333,72,OK
S003,P0005,Groceries,53,37,Low Stock Risk
S003,P0006,Toys,444,49,OK
S003,P0007,Furniture,154,151,Low Stock Risk
S003,P0008,Toys,322,183,OK
S003,P0009,Electronics,394,203,OK
S003,P0010,Clothing,155,114,Low Stock Risk
S003,P0011,Toys,277,109,OK
S003,P0012,Electronics,405,234,OK
S003,P0013,Clothing,253,219,Low Stock Risk
S003,P0014,Electronics,355,45,OK
S003,P0015,Furniture,500,475,Low Stock Risk
S003,P0016,Groceries,64,53,Low Stock Risk
S003,P0017,Furniture,329,50,OK
S003,P0018,Toys,158,22,OK
S003,P0019,Electronics,235,71,OK
S003,P0020,Toys,135,69,OK
S004,P0001,Toys,191,178,Low Stock Risk
S004,P0002,Clothing,412,144,OK
S004,P0003,Electronics,296,192,OK
S004,P0004,Electronics,222,21,OK
S004,P0005,Furniture,186,16,OK
S004,P0006,Furniture,478,138,OK
S004,P0007,Groceries,252,26,OK
S004,P0008,Electronics,97,19,OK
S004,P0009,Furniture,269,0,OK
S004,P0010,Clothing,317,12,OK
S004,P0011,Groceries,430,72,OK
S004,P0012,Furniture,292,61,OK
S004,P0013,Clothing,86,28,OK
S004,P0014,Clothing,451,156,OK
S004,P0015,Groceries,487,310,OK
S004,P0016,Electronics,498,92,OK
S004,P0017,Furniture,297,225,Low Stock Risk
S004,P0018,Groceries,221,98,OK
S004,P0019,Groceries,388,84,OK
S004,P0020,Toys,131,130,Low Stock Risk
S005,P0001,Electronics,210,10,OK
S005,P0002,Electronics,402,119,OK
S005,P0003,Clothing,157,36,OK
S005,P0004,Electronics,358,152,OK
S005,P0005,Furniture,63,5,OK
S005,P0006,Electronics,209,61,OK
S005,P0007,Clothing,157,78,OK
S005,P0008,Toys,396,220,OK
S005,P0009,Electronics,412,150,OK
S005,P0010,Groceries,224,6,OK
S005,P0011,Electronics,217,102,OK
S005,P0012,Toys,122,42,OK
S005,P0013,Clothing,190,185,Low Stock Risk
S005,P0014,Electronics,73,2,OK
S005,P0015,Furniture,417,53,OK
S005,P0016,Groceries,205,127,OK
S005,P0017,Electronics,165,96,OK
S005,P0018,Furniture,64,21,OK
S005,P0019,Electronics,315,149,OK
S005,P0020,Electronics,439,299,Low Stock Risk
S001,P0001,Toys,208,32,OK
S001,P0002,Electronics,408,189,OK
S001,P0003,Furniture,427,337,Low Stock Risk
S001,P0004,Toys,441,250,OK
S001,P0005,Toys,492,281,OK
S001,P0006,Groceries,275,232,Low Stock Risk
S001,P0007,Furniture,195,126,OK
S001,P0008,Furniture,106,32,OK
S001,P0009,Clothing,394,20,OK
S001,P0010,Clothing,145,74,OK
S001,P0011,Groceries,288,84,OK
S001,P0012,Electronics,159,135,Low Stock Risk
S001,P0013,Clothing,130,4,OK
S001,P0014,Furniture,198,163,Low Stock Risk
S001,P0015,Groceries,126,62,OK
S001,P0016,Clothing,334,327,Low Stock Risk
S001,P0017,Toys,337,107,OK
S001,P0018,Toys,420,19,OK
S001,P0019,Groceries,124,22,OK
S001,P0020,Clothing,61,56,Low Stock Risk
S002,P0001,Groceries,239,6,OK
S002,P0002,Furniture,173,55,OK
S002,P0003,Furniture,81,11,OK
S002,P0004,Electronics,235,214,Low Stock Risk
S002,P0005,Groceries,262,135,OK
S002,P0006,Toys,240,204,Low Stock Risk
S002,P0007,Toys,112,65,OK
S002,P0008,Toys,399,190,OK
S002,P0009,Furniture,467,115,OK
S002,P0010,Clothing,487,328,Low Stock Risk
S002,P0011,Groceries,74,4,OK
S002,P0012,Electronics,453,372,Low Stock Risk
S002,P0013,Groceries,478,332,Low Stock Risk
S002,P0014,Electronics,357,116,OK
S002,P0015,Furniture,392,259,OK
S002,P0016,Clothing,353,184,OK
S002,P0017,Electronics,398,222,OK
S002,P0018,Groceries,156,136,Low Stock Risk
S002,P0019,Electronics,329,188,OK
S002,P0020,Groceries,172,151,Low Stock Risk
S003,P0001,Furniture,140,106,Low Stock Risk
S003,P0002,Furniture,423,294,Low Stock Risk
S003,P0003,Furniture,405,359,Low Stock Risk
S003,P0004,Electronics,405,221,OK
S003,P0005,Toys,369,138,OK
S003,P0006,Clothing,216,93,OK
S003,P0007,Groceries,438,250,OK
S003,P0008,Furniture,452,425,Low Stock Risk
S003,P0009,Clothing,481,444,Low Stock Risk
S003,P0010,Clothing,351,176,OK
S003,P0011,Electronics,449,6,OK
S003,P0012,Furniture,139,56,OK
S003,P0013,Electronics,274,71,OK
S003,P0014,Clothing,172,114,OK
S003,P0015,Furniture,196,13,OK
S003,P0016,Clothing,174,128,Low Stock Risk
S003,P0017,Electronics,167,146,Low Stock Risk
S003,P0018,Groceries,53,35,OK
S003,P0019,Clothing,298,21,OK
S003,P0020,Electronics,457,323,Low Stock Risk
S004,P0001,Clothing,429,24,OK
S004,P0002,Electronics,417,416,Low Stock Risk
S004,P0003,Electronics,465,194,OK
S004,P0004,Electronics,486,120,OK
S004,P0005,Groceries,389,98,OK
S004,P0006,Furniture,400,165,OK
S004,P0007,Groceries,292,242,Low Stock Risk
S004,P0008,Furniture,217,183,Low Stock Risk
S004,P0009,Toys,443,316,Low Stock Risk
S004,P0010,Furniture,111,58,OK
S004,P0011,Electronics,289,18,OK
S004,P0012,Furniture,240,167,Low Stock Risk
S004,P0013,Clothing,52,9,OK
S004,P0014,Furniture,375,197,OK
S004,P0015,Furniture,86,18,OK
S004,P0016,Groceries,117,69,OK
S004,P0017,Clothing,186,15,OK
S004,P0018,Electronics,197,35,OK
S004,P0019,Groceries,430,265,OK
S004,P0020,Clothing,317,57,OK
S005,P0001,Clothing,122,81,OK
S005,P0002,Electronics,75,58,Low Stock Risk
S005,P0003,Furniture,407,118,OK
S005,P0004,Clothing,230,196,Low Stock Risk
S005,P0005,Clothing,376,96,OK
S005,P0006,Furniture,233,132,OK
S005,P0007,Furniture,487,84,OK
S005,P0008,Groceries,490,398,Low Stock Risk
S005,P0009,Electronics,303,215,Low Stock Risk
S005,P0010,Groceries,75,72,Low Stock Risk
S005,P0011,Toys,263,17,OK
S005,P0012,Groceries,406,176,OK
S005,P0013,Toys,150,30,OK
S005,P0014,Toys,132,70,OK
S005,P0015,Groceries,72,69,Low Stock Risk
S005,P0016,Groceries,194,63,OK
S005,P0017,Groceries,397,85,OK
S005,P0018,Groceries,315,122,OK
S005,P0019,Furniture,487,216,OK
S005,P0020,Toys,208,186,Low Stock Risk
S001,P0001,Furniture,70,54,Low Stock Risk
S001,P0002,Clothing,336,287,Low Stock Risk
S001,P0003,Furniture,154,125,Low Stock Risk
S001,P0004,Toys,275,199,Low Stock Risk
S001,P0005,Groceries,59,41,Low Stock Risk
S001,P0006,Clothing,215,199,Low Stock Risk
S001,P0007,Groceries,335,120,OK
S001,P0008,Toys,437,176,OK
S001,P0009,Furniture,263,240,Low Stock Risk
S001,P0010,Furniture,177,16,OK
S001,P0011,Electronics,164,96,OK
S001,P0012,Clothing,323,40,OK
S001,P0013,Toys,110,60,OK
S001,P0014,Clothing,162,58,OK
S001,P0015,Toys,82,77,Low Stock Risk
S001,P0016,Toys,288,161,OK
S001,P0017,Groceries,194,146,Low Stock Risk
S001,P0018,Clothing,346,309,Low Stock Risk
S001,P0019,Electronics,79,63,Low Stock Risk
S001,P0020,Electronics,134,42,OK
S002,P0001,Furniture,466,79,OK
S002,P0002,Electronics,174,127,Low Stock Risk
S002,P0003,Electronics,197,43,OK
S002,P0004,Furniture,235,138,OK
S002,P0005,Furniture,257,170,OK
S002,P0006,Clothing,445,125,OK
S002,P0007,Groceries,374,70,OK
S002,P0008,Groceries,54,13,OK
S002,P0009,Toys,266,227,Low Stock Risk
S002,P0010,Toys,460,51,OK
S002,P0011,Furniture,309,179,OK
S002,P0012,Electronics,271,242,Low Stock Risk
S002,P0013,Groceries,344,70,OK
S002,P0014,Toys,151,84,OK
S002,P0015,Groceries,66,38,OK
S002,P0016,Clothing,281,25,OK
S002,P0017,Toys,226,61,OK
S002,P0018,Furniture,192,1,OK
S002,P0019,Furniture,496,396,Low Stock Risk
S002,P0020,Groceries,475,318,Low Stock Risk
S003,P0001,Electronics,112,35,OK
S003,P0002,Clothing,338,126,OK
S003,P0003,Groceries,196,90,OK
S003,P0004,Toys,403,65,OK
S003,P0005,Groceries,126,81,OK
S003,P0006,Electronics,420,106,OK
S003,P0007,Electronics,84,10,OK
S003,P0008,Groceries,326,261,Low Stock Risk
S003,P0009,Clothing,193,49,OK
S003,P0010,Clothing,346,76,OK
S003,P0011,Groceries,325,252,Low Stock Risk
S003,P0012,Toys,375,243,OK
S003,P0013,Electronics,424,87,OK
S003,P0014,Furniture,290,61,OK
S003,P0015,Clothing,176,13,OK
S003,P0016,Groceries,135,132,Low Stock Risk
S003,P0017,Groceries,160,36,OK
S003,P0018,Toys,74,62,Low Stock Risk
S003,P0019,Clothing,464,167,OK
S003,P0020,Furniture,391,345,Low Stock Risk
S004,P0001,Clothing,179,145,Low Stock Risk
S004,P0002,Furniture,312,286,Low Stock Risk
S004,P0003,Clothing,330,223,Low Stock Risk
S004,P0004,Toys,236,190,Low Stock Risk
S004,P0005,Electronics,330,48,OK
S004,P0006,Toys,438,61,OK
S004,P0007,Groceries,257,123,OK
S004,P0008,Furniture,228,184,Low Stock Risk
S004,P0009,Clothing,301,15,OK
S004,P0010,Electronics,100,41,OK
S004,P0011,Clothing,286,256,Low Stock Risk
S004,P0012,Clothing,377,249,OK
S004,P0013,Toys,223,117,OK
S004,P0014,Toys,487,279,OK
S004,P0015,Groceries,109,41,OK
S004,P0016,Clothing,384,110,OK
S004,P0017,Groceries,259,53,OK
S004,P0018,Groceries,471,171,OK
S004,P0019,Clothing,236,205,Low Stock Risk
S004,P0020,Toys,193,179,Low Stock Risk
S005,P0001,Toys,435,381,Low Stock Risk
S005,P0002,Furniture,126,96,Low Stock Risk
S005,P0003,Furniture,76,61,Low Stock Risk
S005,P0004,Clothing,85,15,OK
S005,P0005,Groceries,376,255,Low Stock Risk
S005,P0006,Furniture,339,234,Low Stock Risk
S005,P0007,Toys,457,376,Low Stock Risk
S005,P0008,Groceries,162,132,Low Stock Risk
S005,P0009,Clothing,101,45,OK
S005,P0010,Groceries,495,468,Low Stock Risk
S005,P0011,Groceries,481,63,OK
S005,P0012,Furniture,400,306,Low Stock Risk
S005,P0013,Electronics,64,48,Low Stock Risk
S005,P0014,Groceries,216,200,Low Stock Risk
S005,P0015,Groceries,155,45,OK
S005,P0016,Furniture,378,98,OK
S005,P0017,Clothing,252,144,OK
S005,P0018,Clothing,290,97,OK
S005,P0019,Electronics,169,162,Low Stock Risk
S005,P0020,Furniture,418,333,Low Stock Risk
S001,P0001,Groceries,309,165,OK
S001,P0002,Clothing,310,233,Low Stock Risk
S001,P0003,Groceries,496,78,OK
S001,P0004,Furniture,111,74,OK
S001,P0005,Toys,91,26,OK
S001,P0006,Electronics,442,0,OK
S001,P0007,Clothing,72,2,OK
S001,P0008,Clothing,276,6,OK
S001,P0009,Furniture,322,30,OK
S001,P0010,Electronics,337,254,Low Stock Risk
S001,P0011,Electronics,359,79,OK
S001,P0012,Furniture,81,31,OK
S001,P0013,Clothing,486,158,OK
S001,P0014,Groceries,385,77,OK
S001,P0015,Furniture,115,39,OK
S001,P0016,Electronics,147,64,OK
S001,P0017,Clothing,184,17,OK
S001,P0018,Toys,498,108,OK
S001,P0019,Furniture,129,11,OK
S001,P0020,Furniture,223,119,OK
S002,P0001,Toys,327,101,OK
S002,P0002,Toys,152,35,OK
S002,P0003,Groceries,361,288,Low Stock Risk
S002,P0004,Groceries,189,29,OK
S002,P0005,Toys,275,194,Low Stock Risk
S002,P0006,Groceries,123,70,OK
S002,P0007,Furniture,479,439,Low Stock Risk
S002,P0008,Toys,450,40,OK
S002,P0009,Toys,374,332,Low Stock Risk
S002,P0010,Clothing,51,17,OK
S002,P0011,Toys,170,119,Low Stock Risk
S002,P0012,Groceries,138,32,OK
S002,P0013,Clothing,67,12,OK
S002,P0014,Toys,106,26,OK
S002,P0015,Furniture,429,155,OK
S002,P0016,Toys,56,16,OK
S002,P0017,Furniture,261,255,Low Stock Risk
S002,P0018,Furniture,201,46,OK
S002,P0019,Furniture,413,246,OK
S002,P0020,Furniture,86,29,OK
S003,P0001,Electronics,75,71,Low Stock Risk
S003,P0002,Furniture,360,302,Low Stock Risk
S003,P0003,Electronics,396,155,OK
S003,P0004,Electronics,421,88,OK
S003,P0005,Electronics,56,22,OK
S003,P0006,Furniture,231,35,OK
S003,P0007,Furniture,381,110,OK
S003,P0008,Toys,324,258,Low Stock Risk
S003,P0009,Groceries,266,161,OK
S003,P0010,Electronics,437,252,OK
S003,P0011,Furniture,206,136,OK
S003,P0012,Furniture,380,221,OK
S003,P0013,Electronics,478,239,OK
S003,P0014,Clothing,322,291,Low Stock Risk
S003,P0015,Clothing,240,86,OK
S003,P0016,Toys,360,158,OK
S003,P0017,Groceries,118,111,Low Stock Risk
S003,P0018,Furniture,338,61,OK
S003,P0019,Groceries,67,47,Low Stock Risk
S003,P0020,Toys,193,165,Low Stock Risk
S004,P0001,Groceries,179,175,Low Stock Risk
S004,P0002,Electronics,170,137,Low Stock Risk
S004,P0003,Groceries,171,27,OK
S004,P0004,Clothing,244,56,OK
S004,P0005,Toys,183,95,OK
S004,P0006,Furniture,208,63,OK
S004,P0007,Electronics,222,79,OK
S004,P0008,Groceries,378,231,OK
S004,P0009,Furniture,490,310,OK
S004,P0010,Furniture,357,187,OK
S004,P0011,Toys,108,47,OK
S004,P0012,Furniture,339,214,OK
S004,P0013,Clothing,57,45,Low Stock Risk
S004,P0014,Toys,424,323,Low Stock Risk
S004,P0015,Clothing,241,164,Low Stock Risk
S004,P0016,Groceries,427,17,OK
S004,P0017,Groceries,477,180,OK
S004,P0018,Electronics,132,125,Low Stock Risk
S004,P0019,Groceries,207,177,Low Stock Risk
S004,P0020,Groceries,147,116,Low Stock Risk
S005,P0001,Clothing,420,93,OK
S005,P0002,Toys,262,139,OK
S005,P0003,Clothing,390,274,Low Stock Risk
S005,P0004,Clothing,229,121,OK
S005,P0005,Clothing,159,122,Low Stock Risk
S005,P0006,Clothing,141,140,Low Stock Risk
S005,P0007,Clothing,468,467,Low Stock Risk
S005,P0008,Clothing,449,296,OK
S005,P0009,Electronics,465,50,OK
S005,P0010,Toys,372,328,Low Stock Risk
S005,P0011,Clothing,395,41,OK
S005,P0012,Clothing,300,182,OK
S005,P0013,Toys,483,410,Low Stock Risk
S005,P0014,Clothing,133,7,OK
S005,P0015,Groceries,316,221,Low Stock Risk
S005,P0016,Clothing,444,161,OK
S005,P0017,Furniture,117,100,Low Stock Risk
S005,P0018,Clothing,65,17,OK
S005,P0019,Clothing,375,96,OK
S005,P0020,Clothing,365,219,OK
S001,P0001,Groceries,322,158,OK
S001,P0002,Electronics,129,33,OK
S001,P0003,Furniture,299,136,OK
S001,P0004,Groceries,179,6,OK
S001,P0005,Clothing,158,110,Low Stock Risk
S001,P0006,Electronics,116,70,OK
S001,P0007,Groceries,177,12,OK
S001,P0008,Furniture,117,32,OK
S001,P0009,Groceries,314,98,OK
S001,P0010,Electronics,373,117,OK
S001,P0011,Groceries,220,180,Low Stock Risk
S001,P0012,Groceries,93,20,OK
S001,P0013,Groceries,383,166,OK
S001,P0014,Groceries,84,76,Low Stock Risk
S001,P0015,Groceries,60,60,Low Stock Risk
S001,P0016,Furniture,448,227,OK
S001,P0017,Toys,351,275,Low Stock Risk
S001,P0018,Electronics,333,59,OK
S001,P0019,Groceries,453,415,Low Stock Risk
S001,P0020,Groceries,371,217,OK
S002,P0001,Furniture,273,216,Low Stock Risk
S002,P0002,Clothing,121,120,Low Stock Risk
S002,P0003,Furniture,385,1,OK
S002,P0004,Furniture,138,33,OK
S002,P0005,Groceries,421,269,OK
S002,P0006,Toys,358,83,OK
S002,P0007,Toys,128,42,OK
S002,P0008,Clothing,432,61,OK
S002,P0009,Electronics,207,202,Low Stock Risk
S002,P0010,Furniture,299,25,OK
S002,P0011,Toys,79,25,OK
S002,P0012,Clothing,95,53,OK
S002,P0013,Toys,129,108,Low Stock Risk
S002,P0014,Toys,429,346,Low Stock Risk
S002,P0015,Electronics,170,75,OK
S002,P0016,Groceries,465,177,OK
S002,P0017,Clothing,365,233,OK
S002,P0018,Electronics,208,13,OK
S002,P0019,Furniture,368,12,OK
S002,P0020,Electronics,378,197,OK
S003,P0001,Clothing,215,167,Low Stock Risk
S003,P0002,Clothing,151,150,Low Stock Risk
S003,P0003,Electronics,399,249,OK
S003,P0004,Toys,327,116,OK
S003,P0005,Groceries,413,63,OK
S003,P0006,Toys,486,174,OK
S003,P0007,Clothing,289,198,Low Stock Risk
S003,P0008,Furniture,305,248,Low Stock Risk
S003,P0009,Clothing,328,240,Low Stock Risk
S003,P0010,Toys,170,76,OK
S003,P0011,Groceries,438,132,OK
S003,P0012,Furniture,420,166,OK
S003,P0013,Toys,358,38,OK
S003,P0014,Furniture,441,147,OK
S003,P0015,Groceries,115,21,OK
S003,P0016,Electronics,54,11,OK
S003,P0017,Electronics,252,73,OK
S003,P0018,Toys,232,222,Low Stock Risk
S003,P0019,Toys,306,204,OK
S003,P0020,Toys,430,245,OK
S004,P0001,Clothing,230,120,OK
S004,P0002,Groceries,317,153,OK
S004,P0003,Clothing,120,80,OK
S004,P0004,Electronics,121,118,Low Stock Risk
S004,P0005,Furniture,281,224,Low Stock Risk
S004,P0006,Toys,67,17,OK
S004,P0007,Toys,490,95,OK
S004,P0008,Electronics,254,88,OK
S004,P0009,Toys,423,377,Low Stock Risk
S004,P0010,Furniture,409,220,OK
S004,P0011,Groceries,311,181,OK
S004,P0012,Electronics,496,255,OK
S004,P0013,Clothing,274,81,OK
S004,P0014,Groceries,179,56,OK
S004,P0015,Furniture,347,150,OK
S004,P0016,Electronics,460,357,Low Stock Risk
S004,P0017,Clothing,279,129,OK
S004,P0018,Toys,52,47,Low Stock Risk
S004,P0019,Toys,226,16,OK
S004,P0020,Furniture,302,39,OK
S005,P0001,Groceries,73,58,Low Stock Risk
S005,P0002,Furniture,337,91,OK
S005,P0003,Furniture,356,242,Low Stock Risk
S005,P0004,Toys,311,283,Low Stock Risk
S005,P0005,Clothing,424,122,OK
S005,P0006,Furniture,412,95,OK
S005,P0007,Electronics,181,86,OK
S005,P0008,Toys,408,403,Low Stock Risk
S005,P0009,Groceries,335,120,OK
S005,P0010,Furniture,84,4,OK
S005,P0011,Electronics,333,286,Low Stock Risk
S005,P0012,Furniture,219,123,OK
S005,P0013,Toys,364,129,OK
S005,P0014,Groceries,241,229,Low Stock Risk
S005,P0015,Electronics,310,296,Low Stock Risk
S005,P0016,Toys,258,171,OK
S005,P0017,Furniture,297,23,OK
S005,P0018,Furniture,145,75,OK
S005,P0019,Toys,275,14,OK
S005,P0020,Electronics,230,168,Low Stock Risk
S001,P0001,Furniture,84,26,OK
S001,P0002,Electronics,165,29,OK
S001,P0003,Toys,178,106,OK
S001,P0004,Toys,66,59,Low Stock Risk
S001,P0005,Clothing,141,70,OK
S001,P0006,Groceries,334,25,OK
S001,P0007,Clothing,205,99,OK
S001,P0008,Toys,166,141,Low Stock Risk
S001,P0009,Furniture,403,189,OK
S001,P0010,Groceries,485,404,Low Stock Risk
S001,P0011,Furniture,192,30,OK
S001,P0012,Electronics,295,220,Low Stock Risk
S001,P0013,Groceries,332,271,Low Stock Risk
S001,P0014,Electronics,445,157,OK
S001,P0015,Clothing,329,228,Low Stock Risk
S001,P0016,Toys,130,4,OK
S001,P0017,Furniture,202,178,Low Stock Risk
S001,P0018,Electronics,352,197,OK
S001,P0019,Toys,235,65,OK
S001,P0020,Groceries,280,259,Low Stock Risk
S002,P0001,Groceries,408,252,OK
S002,P0002,Groceries,407,71,OK
S002,P0003,Furniture,448,57,OK
S002,P0004,Groceries,346,30,OK
S002,P0005,Groceries,376,345,Low Stock Risk
S002,P0006,Electronics,374,287,Low Stock Risk
S002,P0007,Clothing,424,387,Low Stock Risk
S002,P0008,Furniture,172,38,OK
S002,P0009,Groceries,277,106,OK
S002,P0010,Clothing,193,118,OK
S002,P0011,Toys,202,37,OK
S002,P0012,Toys,147,70,OK
S002,P0013,Groceries,193,154,Low Stock Risk
S002,P0014,Electronics,266,192,Low Stock Risk
S002,P0015,Groceries,442,189,OK
S002,P0016,Groceries,420,92,OK
S002,P0017,Clothing,487,393,Low Stock Risk
S002,P0018,Furniture,453,264,OK
S002,P0019,Toys,87,74,Low Stock Risk
S002,P0020,Groceries,477,108,OK
S003,P0001,Toys,387,19,OK
S003,P0002,Clothing,444,183,OK
S003,P0003,Clothing,91,25,OK
S003,P0004,Clothing,208,206,Low Stock Risk
S003,P0005,Electronics,234,193,Low Stock Risk
S003,P0006,Clothing,396,13,OK
S003,P0007,Electronics,332,277,Low Stock Risk
S003,P0008,Clothing,362,166,OK
S003,P0009,Furniture,211,56,OK
S003,P0010,Groceries,312,126,OK
S003,P0011,Furniture,383,65,OK
S003,P0012,Toys,476,155,OK
S003,P0013,Electronics,168,9,OK
S003,P0014,Electronics,253,222,Low Stock Risk
S003,P0015,Electronics,345,39,OK
S003,P0016,Electronics,145,16,OK
S003,P0017,Furniture,429,228,OK
S003,P0018,Furniture,464,290,OK
S003,P0019,Electronics,229,100,OK
S003,P0020,Groceries,309,14,OK
S004,P0001,Groceries,482,61,OK
S004,P0002,Groceries,178,147,Low Stock Risk
S004,P0003,Groceries,100,99,Low Stock Risk
S004,P0004,Groceries,480,359,Low Stock Risk
S004,P0005,Groceries,433,147,OK
S004,P0006,Toys,498,401,Low Stock Risk
S004,P0007,Groceries,454,131,OK
S004,P0008,Groceries,415,373,Low Stock Risk
S004,P0009,Toys,500,15,OK
S004,P0010,Clothing,256,70,OK
S004,P0011,Electronics,451,390,Low Stock Risk
S004,P0012,Clothing,201,1,OK
S004,P0013,Toys,190,83,OK
S004,P0014,Electronics,57,54,Low Stock Risk
S004,P0015,Groceries,393,110,OK
S004,P0016,Toys,260,217,Low Stock Risk
S004,P0017,Furniture,406,110,OK
S004,P0018,Toys,457,337,Low Stock Risk
S004,P0019,Furniture,162,26,OK
S004,P0020,Clothing,128,124,Low Stock Risk
S005,P0001,Clothing,265,152,OK
S005,P0002,Clothing,436,409,Low Stock Risk
S005,P0003,Electronics,175,60,OK
S005,P0004,Toys,90,57,OK
S005,P0005,Toys,218,156,Low Stock Risk
S005,P0006,Clothing,318,146,OK
S005,P0007,Electronics,387,81,OK
S005,P0008,Toys,486,222,OK
S005,P0009,Groceries,105,46,OK
S005,P0010,Groceries,235,194,Low Stock Risk
S005,P0011,Toys,137,124,Low Stock Risk
S005,P0012,Toys,335,15,OK
S005,P0013,Electronics,423,229,OK
S005,P0014,Electronics,165,64,OK
S005,P0015,Toys,288,160,OK
S005,P0016,Toys,60,49,Low Stock Risk
